MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HouseAge,RemodAge,TotalSF,OverallQual2,TotalBath
30,C (all),68.58035714285714,3300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,3,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,3,5,Typ,1,4,Attchd,Unf,0.0,0.0,3,3,N,0,33,0,0,0,0,0,6,2009,WD,Normal,99,59,1440.0,16,1.0
50,RM,60.0,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,3,0.0,2,TA,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,5,Y,SBrkr,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,Unf,1.0,207.0,2,3,Y,0,0,176,0,0,0,0,9,2009,ConLI,Family,89,59,2016.0,36,1.0
70,RM,60.0,9720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,PConc,3,3,1,1,0.0,1,0.0,741.0,741.0,GasA,5,Y,SBrkr,780,741,0,1521,0.0,0.0,1,0,4,1,4,8,Typ,0,4,Detchd,Unf,3.0,640.0,3,3,Y,0,0,238,0,0,0,0,9,2009,WD,Normal,99,7,2262.0,36,1.0
30,C (all),72.0,9392,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,3,0.0,3,Fa,CBlock,2,3,1,1,0.0,1,0.0,245.0,245.0,GasA,3,N,SBrkr,797,0,0,797,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Attchd,Unf,0.0,0.0,3,3,N,0,36,94,0,0,0,0,9,2009,WD,Abnorml,109,59,1042.0,9,1.0
30,RL,68.58035714285714,6615,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,1022.0,1022.0,GasA,3,N,FuseA,1432,0,0,1432,0.0,0.0,1,0,3,1,4,6,Typ,1,4,BuiltIn,Unf,1.0,216.0,2,3,Y,266,61,0,0,0,0,0,9,2009,WD,Normal,86,59,2454.0,36,1.0
70,RL,50.0,4960,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,3,0.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,297.0,297.0,GasA,5,Y,SBrkr,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,Unf,1.0,336.0,3,3,N,244,60,0,0,0,0,0,5,2009,WD,Normal,79,27,1951.0,25,2.0
50,RM,60.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,3,444.0,3,TA,BrkTil,3,3,1,3,220.0,1,0.0,248.0,468.0,GasA,4,Y,SBrkr,822,320,0,1142,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,Fin,1.0,320.0,3,3,Y,0,0,98,0,0,0,0,6,2009,WD,Normal,85,59,1610.0,25,1.0
30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,4,Y,SBrkr,995,0,0,995,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,Unf,1.0,264.0,3,3,Y,0,15,51,0,0,0,0,3,2009,WD,Abnorml,84,10,1955.0,25,1.0
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,TA,BrkTil,3,2,1,2,273.0,1,0.0,679.0,952.0,GasA,3,Y,FuseA,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,Typ,1,4,Detchd,Unf,1.0,250.0,2,3,Y,189,0,34,150,0,0,0,2,2009,WD,Normal,71,59,2534.0,25,2.0
30,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,Fa,BrkTil,3,3,1,2,134.0,1,0.0,938.0,1072.0,GasA,3,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,Unf,5.0,1184.0,2,3,P,0,0,105,0,0,0,0,8,2009,WD,Normal,84,59,2144.0,25,2.0
70,RM,57.0,8094,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,PConc,3,3,1,1,0.0,1,0.0,1048.0,1048.0,GasA,4,Y,FuseA,1048,720,0,1768,0.0,0.0,2,0,3,1,3,8,Typ,0,4,Detchd,Unf,2.0,576.0,2,2,Y,0,0,150,0,0,0,0,6,2009,WD,Normal,94,59,2816.0,36,2.0
70,RM,68.0,9928,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,Gd,BrkTil,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,2,Y,SBrkr,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,Min2,0,4,Detchd,Unf,1.0,216.0,3,3,N,24,28,0,0,0,0,400,6,2009,WD,Normal,94,15,2616.0,49,2.0
90,RM,50.0,3000,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,3,0.0,3,TA,BrkTil,3,2,1,1,0.0,1,0.0,1040.0,1040.0,GasA,3,N,SBrkr,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,Sev,0,4,Attchd,Unf,0.0,0.0,3,3,Y,0,56,0,0,0,0,0,9,2009,WD,Abnorml,87,59,3168.0,25,2.0
70,RM,57.0,6876,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,3,0.0,3,TA,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,2,Y,SBrkr,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,Typ,0,4,Attchd,Unf,1.0,316.0,3,3,Y,0,0,213,0,0,0,0,8,2009,WD,Normal,82,59,2650.0,36,3.0
70,RM,68.58035714285714,5775,Pave,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,483.0,483.0,GasA,5,Y,SBrkr,741,686,0,1427,0.0,0.0,1,0,3,1,4,7,Typ,0,4,Attchd,Unf,1.0,379.0,3,3,Y,0,24,112,0,0,0,0,2,2009,WD,Normal,94,7,1910.0,36,1.0
190,RM,41.0,5852,Pave,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,2,188.0,3,Fa,BrkTil,3,2,1,3,169.0,1,0.0,851.0,1020.0,GasA,3,N,FuseF,978,886,0,1864,0.0,0.0,2,1,6,1,3,9,Typ,0,4,Attchd,Unf,0.0,0.0,3,3,N,0,188,102,0,0,0,0,5,2009,WD,Normal,107,9,2884.0,49,2.5
50,RM,60.0,5160,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,Fa,BrkTil,3,3,1,1,0.0,1,0.0,1204.0,1204.0,GasA,3,Y,FuseA,1204,462,0,1666,0.0,0.0,1,0,3,1,3,4,Typ,0,4,Detchd,Unf,1.0,384.0,2,3,Y,0,0,148,0,0,0,0,8,2009,WD,Normal,82,59,2870.0,36,1.0
85,RM,86.0,5160,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,3,0.0,3,Gd,PConc,4,2,3,4,749.0,3,63.0,46.0,858.0,GasA,3,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,1,1,4,5,Min2,0,4,Attchd,Unf,0.0,0.0,3,3,N,0,0,105,0,160,0,0,7,2009,COD,Abnorml,86,59,1750.0,16,2.0
190,RM,60.0,10320,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,Gd,CBlock,3,3,1,3,276.0,5,262.0,160.0,698.0,GasA,5,Y,FuseF,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,Typ,0,4,Detchd,Unf,1.0,308.0,3,3,Y,0,0,288,0,0,0,0,2,2009,WD,Normal,94,44,2101.0,36,2.5
20,RL,50.0,4280,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,Gd,CBlock,2,3,1,1,0.0,1,0.0,560.0,560.0,GasA,5,Y,FuseA,704,0,0,704,0.0,1.0,1,0,2,1,2,4,Typ,0,4,CarPort,Unf,1.0,220.0,3,3,Y,0,0,24,0,0,0,0,9,2009,WD,Normal,63,8,1264.0,16,1.5
90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,3,0.0,3,Gd,CBlock,4,4,4,6,1200.0,1,0.0,0.0,1200.0,GasA,3,Y,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,Typ,0,4,Attchd,Unf,0.0,0.0,3,3,Y,120,0,0,0,0,0,0,3,2009,WD,Alloca,22,21,2400.0,25,6.0
90,RL,68.58035714285714,10547,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,3,0.0,3,TA,PConc,4,4,4,6,1152.0,1,0.0,0.0,1152.0,GasA,3,Y,SBrkr,1152,0,0,1152,2.0,0.0,2,0,2,2,3,6,Typ,0,4,Detchd,Unf,1.0,252.0,3,2,N,0,0,0,0,0,0,0,7,2009,WD,Normal,31,31,2304.0,25,4.0
50,RL,60.0,9780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,3,0.0,3,TA,PConc,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,3,N,FuseA,687,425,0,1112,1.0,0.0,2,0,4,1,3,6,Typ,0,4,Detchd,Unf,1.0,226.0,1,1,N,0,0,0,0,0,0,0,3,2009,WD,Normal,75,59,1697.0,25,3.0
20,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,3,172.0,3,TA,CBlock,3,3,1,4,527.0,1,0.0,525.0,1052.0,GasA,3,Y,SBrkr,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,Typ,1,1,Attchd,Fin,1.0,668.0,3,3,Y,0,215,0,0,0,0,0,4,2009,WD,Abnorml,42,42,2104.0,25,1.5
85,RL,68.58035714285714,8014,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,3,23.0,3,TA,CBlock,4,3,4,6,456.0,1,0.0,0.0,456.0,GasA,3,Y,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,Typ,1,2,Basment,Fin,2.0,504.0,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,31,31,1490.0,36,1.5
80,RL,88.0,15400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,3,0.0,3,TA,CBlock,3,4,1,1,0.0,1,0.0,552.0,552.0,GasA,3,Y,SBrkr,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,Typ,1,3,Attchd,Unf,1.0,384.0,3,3,Y,290,40,0,0,0,0,0,7,2009,WD,Normal,48,48,2067.0,25,2.0
80,RL,88.0,15312,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,3,54.0,3,TA,CBlock,3,3,3,4,588.0,1,0.0,550.0,1138.0,GasA,5,Y,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,Typ,1,3,Attchd,RFn,2.0,480.0,3,3,Y,0,0,0,0,140,0,0,3,2009,COD,Normal,49,49,2276.0,36,1.5
80,RL,68.58035714285714,15584,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,3,366.0,3,TA,CBlock,3,3,2,1,0.0,1,0.0,825.0,825.0,GasA,5,Y,SBrkr,2071,0,0,2071,0.0,1.0,1,1,4,1,3,9,Typ,1,3,Attchd,Unf,1.0,336.0,3,3,Y,131,28,0,0,0,0,0,10,2009,WD,Normal,53,53,2896.0,25,2.0
20,RL,68.58035714285714,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,TA,Slab,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,2,N,SBrkr,660,0,0,660,0.0,0.0,1,0,2,1,2,5,Min2,0,4,Attchd,Unf,0.0,0.0,3,3,N,0,0,100,0,0,0,0,6,2009,WD,Normal,62,59,660.0,4,1.0
20,RL,68.58035714285714,15635,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,3,0.0,3,TA,CBlock,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,3,Y,SBrkr,1383,0,0,1383,0.0,0.0,1,0,2,1,3,6,Mod,0,4,Attchd,Unf,2.0,498.0,2,3,Y,0,0,90,0,110,0,0,10,2009,WD,Normal,55,55,1383.0,16,1.0
20,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,3,0.0,3,TA,CBlock,3,3,1,3,257.0,1,0.0,816.0,1073.0,GasA,3,Y,FuseA,1073,0,0,1073,1.0,0.0,1,0,2,1,3,5,Typ,0,4,Attchd,Unf,1.0,340.0,3,3,Y,0,0,0,0,0,0,0,2,2009,WD,Normal,53,53,2146.0,25,2.0
60,RL,50.0,9350,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,3,0.0,3,TA,CBlock,3,3,1,4,342.0,1,0.0,405.0,747.0,GasA,5,Y,SBrkr,892,747,0,1639,0.0,0.0,1,1,3,1,4,6,Typ,1,4,Detchd,Unf,1.0,240.0,3,3,Y,0,50,0,0,0,0,0,7,2009,WD,Normal,63,59,2386.0,36,1.5
20,RL,62.0,7440,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,3,0.0,3,TA,CBlock,4,3,1,4,173.0,1,0.0,916.0,1089.0,GasW,3,Y,SBrkr,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,Typ,1,4,Detchd,RFn,1.0,252.0,3,3,P,328,0,0,0,0,0,0,9,2009,WD,Normal,55,55,2178.0,25,2.0
120,RL,42.0,4235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,3,149.0,4,TA,CBlock,4,3,2,6,552.0,5,393.0,104.0,1049.0,GasA,3,Y,SBrkr,1049,0,0,1049,1.0,0.0,2,0,2,1,4,5,Typ,0,4,Attchd,Fin,1.0,266.0,3,3,Y,0,105,0,0,0,0,0,2,2009,WD,Normal,25,25,2098.0,25,3.0
80,RL,74.0,10778,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,3,0.0,4,TA,PConc,4,3,1,6,460.0,5,286.0,308.0,1054.0,GasA,4,Y,SBrkr,1061,0,0,1061,1.0,0.0,1,1,1,1,4,4,Typ,0,4,Attchd,Unf,2.0,462.0,3,3,Y,114,36,0,0,0,0,0,7,2009,WD,Normal,19,18,2115.0,49,2.5
80,RL,66.0,19255,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,3,100.0,4,TA,CBlock,4,3,3,3,70.0,6,450.0,0.0,520.0,GasA,4,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,Min2,1,1,Attchd,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,600,9,2009,WD,Normal,26,26,1858.0,36,1.5
60,RL,85.0,10560,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,3,0.0,4,Gd,PConc,4,4,1,6,474.0,1,0.0,605.0,1079.0,GasA,5,Y,SBrkr,1079,800,0,1879,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,RFn,2.0,473.0,3,3,Y,400,100,144,0,0,0,0,8,2009,WD,Normal,16,15,2958.0,49,3.5
70,RL,120.0,26400,Pave,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,3,0.0,4,TA,PConc,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,5,Y,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,Mod,1,3,Attchd,Unf,2.0,576.0,3,3,P,0,0,0,0,0,0,0,6,2009,WD,Normal,129,2,2016.0,25,1.0
90,RL,64.0,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,Slab,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,3,Y,SBrkr,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,Typ,0,4,Detchd,Unf,2.0,720.0,3,3,Y,73,0,0,0,0,0,0,6,2009,WD,Alloca,30,30,2228.0,25,2.0
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,Slab,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,3,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,Typ,0,4,Attchd,Unf,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,30,30,1535.0,25,2.0
90,RL,64.0,7040,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,3,216.0,3,TA,CBlock,4,3,3,6,1094.0,1,0.0,0.0,1094.0,GasA,3,Y,SBrkr,1229,0,0,1229,2.0,0.0,0,2,2,2,4,6,Typ,2,3,Detchd,Unf,2.0,672.0,3,3,Y,120,0,0,0,0,0,0,6,2009,WD,Alloca,30,30,2323.0,25,3.0
90,RL,64.0,7007,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,3,0.0,3,TA,Slab,3,3,1,6,0.0,1,0.0,0.0,0.0,GasA,3,Y,SBrkr,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,Typ,0,4,Attchd,Unf,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,30,30,1513.0,25,2.0
90,RL,68.58035714285714,11855,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,3,23.0,3,TA,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,Typ,2,3,BuiltIn,Fin,4.0,820.0,3,3,Y,312,0,0,0,0,0,0,10,2009,WD,Normal,9,9,3955.0,49,7.0
90,RL,68.58035714285714,7939,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,3,23.0,3,TA,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,Typ,2,3,BuiltIn,Fin,4.0,820.0,3,3,Y,312,0,0,0,0,0,0,10,2009,WD,Normal,9,9,3955.0,49,7.0
90,RL,68.58035714285714,7976,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,3,23.0,3,TA,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,Typ,2,3,BuiltIn,Fin,4.0,820.0,3,3,Y,312,0,0,0,0,0,0,10,2009,WD,Normal,9,9,3955.0,49,7.0
20,RL,84.0,10933,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,2,242.0,5,TA,PConc,5,3,4,6,1021.0,1,0.0,534.0,1555.0,GasA,5,Y,SBrkr,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,Typ,1,4,Attchd,Fin,3.0,1138.0,3,3,Y,185,24,0,0,0,0,0,7,2009,New,Partial,0,0,3235.0,81,2.5
20,RL,65.0,10816,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,2,364.0,5,TA,PConc,5,3,4,6,1104.0,1,0.0,616.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,RFn,3.0,846.0,3,3,Y,208,104,0,0,0,0,0,11,2009,WD,Normal,1,1,3440.0,81,3.0
20,RL,71.0,9178,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,3,0.0,4,TA,PConc,4,3,3,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,RFn,3.0,904.0,3,3,Y,192,142,0,0,0,0,0,6,2009,WD,Normal,1,1,2936.0,64,2.0
20,RL,77.0,11422,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,2,352.0,4,TA,PConc,5,3,3,6,1359.0,1,0.0,479.0,1838.0,GasA,5,Y,SBrkr,1838,0,0,1838,1.0,0.0,2,0,3,1,4,7,Typ,2,4,Attchd,RFn,2.0,524.0,3,3,Y,154,222,0,0,0,0,0,4,2009,WD,Normal,2,1,3676.0,64,3.0
20,RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,3,0.0,4,TA,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,GasA,5,Y,SBrkr,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2.0,662.0,3,3,Y,168,0,0,0,0,0,0,5,2009,WD,Normal,2,2,2572.0,49,3.0
20,RL,95.0,10324,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,3,140.0,4,TA,PConc,4,3,3,6,872.0,1,0.0,382.0,1254.0,GasA,5,Y,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,Typ,0,4,Attchd,RFn,3.0,810.0,3,3,Y,168,92,0,0,0,0,0,3,2009,WD,Normal,1,1,2508.0,64,3.0
20,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,2,76.0,4,TA,PConc,5,3,4,6,24.0,1,0.0,1474.0,1498.0,GasA,5,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,3.0,844.0,3,3,Y,144,98,0,0,0,0,0,3,2009,WD,Normal,4,3,2996.0,64,2.0
